id_lector,id_libro
05-03-1970,las-particulas-elementales
05-03-1970,quien-domina-el-mundo
05-03-1970,antimanual-de-filosofia
05-03-1970,momentos-estelares-de-la-humanidad-catorce-miniaturas-historicas
05-03-1970,la-invencion-del-pasado
05-03-1970,serotonina
05-03-1970,la-edad-de-la-ira-1
05-03-1970,en-el-enjambre
05-03-1970,luz-de-agosto
05-03-1970,el-cuerpo-humano-guia-para-ocupantes
05-03-1970,el-ultimo-barco
05-03-1970,otra-idea-de-galicia
05-03-1970,mao-ii
05-03-1970,ariol-un-burrito-como-tu-y-como-yo
05-03-1970,algo-supuestamente-divertido-que-nunca-volvere-a-hacer
05-03-1970,el-maestro-y-margarita
05-03-1970,kafka-en-la-orilla
05-03-1970,canada-1
05-03-1970,el-guardian-entre-el-centeno
05-03-1970,el-primer-hombre
05131344k,las-particulas-elementales
05131344k,quien-domina-el-mundo
05131344k,antimanual-de-filosofia
05131344k,momentos-estelares-de-la-humanidad-catorce-miniaturas-historicas
05131344k,la-invencion-del-pasado
05131344k,serotonina
05131344k,la-edad-de-la-ira-1
05131344k,en-el-enjambre
05131344k,luz-de-agosto
05131344k,el-cuerpo-humano-guia-para-ocupantes
05131344k,el-ultimo-barco
05131344k,otra-idea-de-galicia
05131344k,mao-ii
05131344k,ariol-un-burrito-como-tu-y-como-yo
05131344k,algo-supuestamente-divertido-que-nunca-volvere-a-hacer
05131344k,el-maestro-y-margarita
05131344k,kafka-en-la-orilla
05131344k,canada-1
05131344k,el-guardian-entre-el-centeno
05131344k,el-primer-hombre
10155384625823370,las-particulas-elementales
10155384625823370,quien-domina-el-mundo
10155384625823370,antimanual-de-filosofia
10155384625823370,momentos-estelares-de-la-humanidad-catorce-miniaturas-historicas
10155384625823370,la-invencion-del-pasado
10155384625823370,serotonina
10155384625823370,la-edad-de-la-ira-1
10155384625823370,en-el-enjambre
10155384625823370,luz-de-agosto
10155384625823370,el-cuerpo-humano-guia-para-ocupantes
10155384625823370,el-ultimo-barco
10155384625823370,otra-idea-de-galicia
10155384625823370,mao-ii
10155384625823370,ariol-un-burrito-como-tu-y-como-yo
10155384625823370,algo-supuestamente-divertido-que-nunca-volvere-a-hacer
10155384625823370,el-maestro-y-margarita
10155384625823370,kafka-en-la-orilla
10155384625823370,canada-1
10155384625823370,el-guardian-entre-el-centeno
10155384625823370,el-primer-hombre
10155485526803149,las-particulas-elementales
10155485526803149,quien-domina-el-mundo
10155485526803149,antimanual-de-filosofia
10155485526803149,momentos-estelares-de-la-humanidad-catorce-miniaturas-historicas
10155485526803149,la-invencion-del-pasado
10155485526803149,serotonina
10155485526803149,la-edad-de-la-ira-1
10155485526803149,en-el-enjambre
10155485526803149,luz-de-agosto
10155485526803149,el-cuerpo-humano-guia-para-ocupantes
10155485526803149,el-ultimo-barco
10155485526803149,otra-idea-de-galicia
10155485526803149,mao-ii
10155485526803149,ariol-un-burrito-como-tu-y-como-yo
10155485526803149,algo-supuestamente-divertido-que-nunca-volvere-a-hacer
10155485526803149,el-maestro-y-margarita
10155485526803149,kafka-en-la-orilla
10155485526803149,canada-1
10155485526803149,el-guardian-entre-el-centeno
10155485526803149,el-primer-hombre
10155504435866506,las-particulas-elementales
10155504435866506,quien-domina-el-mundo
10155504435866506,antimanual-de-filosofia
10155504435866506,momentos-estelares-de-la-humanidad-catorce-miniaturas-historicas
10155504435866506,la-invencion-del-pasado
10155504435866506,serotonina
10155504435866506,la-edad-de-la-ira-1
10155504435866506,en-el-enjambre
10155504435866506,luz-de-agosto
10155504435866506,el-cuerpo-humano-guia-para-ocupantes
10155504435866506,el-ultimo-barco
10155504435866506,otra-idea-de-galicia
10155504435866506,mao-ii
10155504435866506,ariol-un-burrito-como-tu-y-como-yo
10155504435866506,algo-supuestamente-divertido-que-nunca-volvere-a-hacer
10155504435866506,el-maestro-y-margarita
10155504435866506,kafka-en-la-orilla
10155504435866506,canada-1
10155504435866506,el-guardian-entre-el-centeno
10155504435866506,el-primer-hombre
10155829844135513,las-particulas-elementales
10155829844135513,quien-domina-el-mundo
10155829844135513,antimanual-de-filosofia
10155829844135513,momentos-estelares-de-la-humanidad-catorce-miniaturas-historicas
10155829844135513,la-invencion-del-pasado
10155829844135513,serotonina
10155829844135513,la-edad-de-la-ira-1
10155829844135513,en-el-enjambre
10155829844135513,luz-de-agosto
10155829844135513,el-cuerpo-humano-guia-para-ocupantes
10155829844135513,el-ultimo-barco
10155829844135513,otra-idea-de-galicia
10155829844135513,mao-ii
10155829844135513,ariol-un-burrito-como-tu-y-como-yo
10155829844135513,algo-supuestamente-divertido-que-nunca-volvere-a-hacer
10155829844135513,el-maestro-y-margarita
10155829844135513,kafka-en-la-orilla
10155829844135513,canada-1
10155829844135513,el-guardian-entre-el-centeno
10155829844135513,el-primer-hombre
10156836858139172,las-particulas-elementales
10156836858139172,quien-domina-el-mundo
10156836858139172,antimanual-de-filosofia
10156836858139172,momentos-estelares-de-la-humanidad-catorce-miniaturas-historicas
10156836858139172,la-invencion-del-pasado
10156836858139172,serotonina
10156836858139172,la-edad-de-la-ira-1
10156836858139172,en-el-enjambre
10156836858139172,luz-de-agosto
10156836858139172,el-cuerpo-humano-guia-para-ocupantes
10156836858139172,el-ultimo-barco
10156836858139172,otra-idea-de-galicia
10156836858139172,mao-ii
10156836858139172,ariol-un-burrito-como-tu-y-como-yo
10156836858139172,algo-supuestamente-divertido-que-nunca-volvere-a-hacer
10156836858139172,el-maestro-y-margarita
10156836858139172,kafka-en-la-orilla
10156836858139172,canada-1
10156836858139172,el-guardian-entre-el-centeno
10156836858139172,el-primer-hombre
10211963785346339,las-particulas-elementales
10211963785346339,quien-domina-el-mundo
10211963785346339,antimanual-de-filosofia
10211963785346339,momentos-estelares-de-la-humanidad-catorce-miniaturas-historicas
10211963785346339,la-invencion-del-pasado
10211963785346339,serotonina
10211963785346339,la-edad-de-la-ira-1
10211963785346339,en-el-enjambre
10211963785346339,luz-de-agosto
10211963785346339,el-cuerpo-humano-guia-para-ocupantes
10211963785346339,el-ultimo-barco
10211963785346339,otra-idea-de-galicia
10211963785346339,mao-ii
10211963785346339,ariol-un-burrito-como-tu-y-como-yo
10211963785346339,algo-supuestamente-divertido-que-nunca-volvere-a-hacer
10211963785346339,el-maestro-y-margarita
10211963785346339,kafka-en-la-orilla
10211963785346339,canada-1
10211963785346339,el-guardian-entre-el-centeno
10211963785346339,el-primer-hombre
10212952931491505,las-particulas-elementales
10212952931491505,quien-domina-el-mundo
10212952931491505,antimanual-de-filosofia
10212952931491505,momentos-estelares-de-la-humanidad-catorce-miniaturas-historicas
10212952931491505,la-invencion-del-pasado
10212952931491505,serotonina
10212952931491505,la-edad-de-la-ira-1
10212952931491505,en-el-enjambre
10212952931491505,luz-de-agosto
10212952931491505,el-cuerpo-humano-guia-para-ocupantes
10212952931491505,el-ultimo-barco
10212952931491505,otra-idea-de-galicia
10212952931491505,mao-ii
10212952931491505,ariol-un-burrito-como-tu-y-como-yo
10212952931491505,algo-supuestamente-divertido-que-nunca-volvere-a-hacer
10212952931491505,el-maestro-y-margarita
10212952931491505,kafka-en-la-orilla
10212952931491505,canada-1
10212952931491505,el-guardian-entre-el-centeno
10212952931491505,el-primer-hombre
10213841146374182,las-particulas-elementales
10213841146374182,quien-domina-el-mundo
10213841146374182,antimanual-de-filosofia
10213841146374182,momentos-estelares-de-la-humanidad-catorce-miniaturas-historicas
10213841146374182,la-invencion-del-pasado
10213841146374182,serotonina
10213841146374182,la-edad-de-la-ira-1
10213841146374182,en-el-enjambre
10213841146374182,luz-de-agosto
10213841146374182,el-cuerpo-humano-guia-para-ocupantes
10213841146374182,el-ultimo-barco
10213841146374182,otra-idea-de-galicia
10213841146374182,mao-ii
10213841146374182,ariol-un-burrito-como-tu-y-como-yo
10213841146374182,algo-supuestamente-divertido-que-nunca-volvere-a-hacer
10213841146374182,el-maestro-y-margarita
10213841146374182,kafka-en-la-orilla
10213841146374182,canada-1
10213841146374182,el-guardian-entre-el-centeno
10213841146374182,el-primer-hombre
10214004947708283,las-particulas-elementales
10214004947708283,quien-domina-el-mundo
10214004947708283,antimanual-de-filosofia
10214004947708283,momentos-estelares-de-la-humanidad-catorce-miniaturas-historicas
10214004947708283,la-invencion-del-pasado
10214004947708283,serotonina
10214004947708283,la-edad-de-la-ira-1
10214004947708283,en-el-enjambre
10214004947708283,luz-de-agosto
10214004947708283,el-cuerpo-humano-guia-para-ocupantes
10214004947708283,el-ultimo-barco
10214004947708283,otra-idea-de-galicia
10214004947708283,mao-ii
